       0 | 18800
     100 | 198300
     200 | 320600
     300 | 187200
     400 | 238100
     500 | 318400
     600 | 335600
     700 | 387800
     800 | 397700
     900 | 384400
    1000 | 452300
    1100 | 477300
    1200 | 529600
    1300 | 584400
    1400 | 628900
    1500 | 606700
    1600 | 660200
    1700 | 801400
    1800 | 745800
    1900 | 785100
    2000 | 859300
    2100 | 863800
    2200 | 952400
    2300 | 955500
    2400 | 979700
    2500 | 1052700
    2600 | 1076700
    2700 | 1141200
    2800 | 1181500
    2900 | 468600
    3000 | 382100
    3100 | 400200
    3200 | 373600
    3300 | 376900
    3400 | 455400
    3500 | 444500
    3600 | 591900
    3700 | 455100
    3800 | 737000
    3900 | 458900
    4000 | 689700
    4100 | 333800
    4200 | 310100
    4300 | 301100
    4400 | 361000
    4500 | 326000
    4600 | 332400
    4700 | 315300
    4800 | 433200
    4900 | 347300
    5000 | 328400
    5100 | 349100
    5200 | 374100
    5300 | 352400
    5400 | 429300
    5500 | 365200
    5600 | 368300
    5700 | 376200
    5800 | 380700
    5900 | 397800
    6000 | 400800
    6100 | 434700
    6200 | 423100
    6300 | 463900
    6400 | 432300
    6500 | 421000
    6600 | 423000
    6700 | 430100
    6800 | 539000
    6900 | 438500
    7000 | 498700
    7100 | 466100
    7200 | 476700
    7300 | 482500
    7400 | 474600
    7500 | 497800
    7600 | 494800
    7700 | 579900
    7800 | 512000
    7900 | 556300
    8000 | 540200
    8100 | 610700
    8200 | 573400
    8300 | 535700
    8400 | 537400
    8500 | 546400
    8600 | 569700
    8700 | 555500
    8800 | 572600
    8900 | 568900
    9000 | 629500
    9100 | 609600
    9200 | 580600
    9300 | 2607100
    9400 | 681400
    9500 | 598500
    9600 | 613700
    9700 | 652200
    9800 | 632800
    9900 | 665300
   10000 | 701900
   10100 | 753500
   10200 | 698700
   10300 | 702900
   10400 | 721400
   10500 | 708000
   10600 | 677600
   10700 | 833900
   10800 | 1074800
   10900 | 815000
   11000 | 723300
   11100 | 753700
   11200 | 749600
   11300 | 797400
   11400 | 727700
   11500 | 786400
   11600 | 771000
   11700 | 851900
   11800 | 751000
   11900 | 803200
   12000 | 790200
   12100 | 868500
   12200 | 828900
   12300 | 821300
   12400 | 816400
   12500 | 877200
   12600 | 855300
   12700 | 888000
   12800 | 875000
   12900 | 926600
   13000 | 864700
   13100 | 872400
   13200 | 1038200
   13300 | 1027400
   13400 | 1006300
   13500 | 1037300
   13600 | 1097800
   13700 | 1051900
   13800 | 1071700
   13900 | 1029500
   14000 | 1029600
   14100 | 1068700
   14200 | 1026900
   14300 | 1046600
   14400 | 1149300
   14500 | 1281500
   14600 | 1065400
   14700 | 1088500
   14800 | 1085100
   14900 | 1091200
   15000 | 1090300
   15100 | 1069900
   15200 | 1100500
   15300 | 1099200
   15400 | 1346100
   15500 | 1315400
   15600 | 1227300
   15700 | 1143500
   15800 | 1185600
   15900 | 1200700
   16000 | 1202500
   16100 | 1143800
   16200 | 1231300
   16300 | 1160900
   16400 | 1212800
   16500 | 1180600
   16600 | 1348500
   16700 | 1228600
   16800 | 1258400
   16900 | 1264300
   17000 | 1314600
   17100 | 1327500
   17200 | 1257500
   17300 | 1405400
   17400 | 1254600
   17500 | 1238200
   17600 | 1306800
   17700 | 1300500
   17800 | 1293600
   17900 | 1336800
   18000 | 1430600
   18100 | 1318400
   18200 | 1315900
   18300 | 1308400
   18400 | 1341800
   18500 | 1355800
   18600 | 1451600
   18700 | 2325800
   18800 | 1295600
   18900 | 1251300
   19000 | 1250600
   19100 | 1254800
   19200 | 1269700
   19300 | 1247600
   19400 | 1394800
   19500 | 1295100
   19600 | 1324000
   19700 | 1325000
   19800 | 1286900
   19900 | 1300300
   20000 | 1380100
   20100 | 1379100
   20200 | 1368600
   20300 | 1347000
   20400 | 1326500
   20500 | 1310100
   20600 | 1355700
   20700 | 1362400
   20800 | 1371200
   20900 | 1379900
   21000 | 1551600
   21100 | 1597900
   21200 | 1502300
   21300 | 1414000
   21400 | 1374000
   21500 | 1374200
   21600 | 1570000
   21700 | 1420600
   21800 | 1546000
   21900 | 1449300
   22000 | 1495500
   22100 | 1466600
   22200 | 1477200
   22300 | 1488900
   22400 | 1558400
   22500 | 1494300
   22600 | 1506700
   22700 | 1572100
   22800 | 1517800
   22900 | 1520700
   23000 | 1815800
   23100 | 1542300
   23200 | 1536300
   23300 | 1581300
   23400 | 1873000
   23500 | 1686900
   23600 | 1580500
   23700 | 1505500
   23800 | 1612300
   23900 | 1542900
   24000 | 1565200
   24100 | 1545600
   24200 | 1628000
   24300 | 1570600
   24400 | 1564500
   24500 | 1719400
   24600 | 1662400
   24700 | 1746400
   24800 | 1901500
   24900 | 1621100
   25000 | 1658800
   25100 | 2267000
   25200 | 1894300
   25300 | 1930700
   25400 | 2035600
   25500 | 1869100
   25600 | 1908000
   25700 | 1931900
   25800 | 1965500
   25900 | 1998600
   26000 | 1980600
   26100 | 1950700
   26200 | 1932800
   26300 | 2012500
   26400 | 1971200
   26500 | 1901500
   26600 | 1974300
   26700 | 1909000
   26800 | 2031900
   26900 | 2136300
   27000 | 2024300
   27100 | 2030300
   27200 | 2098500
   27300 | 2082300
   27400 | 2050700
   27500 | 2151100
   27600 | 2116900
   27700 | 2102600
   27800 | 2109800
   27900 | 2121400
   28000 | 2127000
   28100 | 2093700
   28200 | 2133200
   28300 | 2058600
   28400 | 2038000
   28500 | 2177800
   28600 | 2058400
   28700 | 2263500
   28800 | 2179000
   28900 | 2167900
   29000 | 2161500
   29100 | 2213700
   29200 | 2193100
   29300 | 2206400
   29400 | 2185700
   29500 | 2194500
   29600 | 2215900
   29700 | 2226000
   29800 | 2249500
   29900 | 2218700
   30000 | 2484500
   30100 | 2221300
   30200 | 2245600
   30300 | 2400400
   30400 | 2303100
   30500 | 2225400
